# This file is derived from: https://green.adam.ne.jp/roomazi/namae.html

# family names
あい,Ai
しゅうか,Syûka
しゅうが,Syûga
しゅうき,Syûki
じゅうき,Zyûki
しゅうきち,Syûkiti
じゅうきち,Zyûkiti
しゅうけい,Syûkei
しゅうけん,Syûken
じゅうけん,Zyûken
しゅうこ,Syûko
しゅうご,Syûgo
じゅうご,Zyûgo
しゅうこう,Syûkô
しゅうさく,Syûsaku
じゅうさく,Zyûsaku
しゅうじ,Syûzi
しゅうじろう,Syûzirô
じゅうしろう,Zyûsirô
じゅうじろう,Zyûzirô
しゅうしん,Syûsin
しゅうすけ,Syûsuke
しゅうせい,Syûsei
じゅうせい,Zyûsei
しゅうぞう,Syûzô
じゅうぞう,Zyûzô
しゅうた,Syûta
じゅうた,Zyûta
しゅうだい,Syûdai
しゅうたろう,Syûtarô
じゅうたろう,Zyûtarô
しゅうてつ,Syûtetu
しゅうと,Syûto
じゅうと,Zyûto
じゅうとく,Zyûtoku
しゅうな,Syûna
しゅうのすけ,Syûnosuke
しゅうへい,Syûhei
じゅうべえ,Zyûbê
しゅうほ,Syûho
しゅうま,Syûma
しゅうめい,Syûmei
しゅうや,Syûya
しゅうゆう,Syûyû
しゅうりん,Syûrin
しゅうれい,Syûrei
しゅうろう,Syûrô
じゅうろう,Zyûrô
しゅうわ,Syûwa
じゅえり,Zyueri
じゅえる,Zyueru
じゅおう,Zyuô
しゅおん,Syuon
しゅか,Syuka
しゆき,Siyuki
じゅきあ,Zyukia
じゅきち,Zyukiti
じゅきと,Zyukito
じゅきや,Zyukiya
しゅくこ,Syukuko
しゅこう,Syukô
じゅごろう,Zyugorô
じゅだい,Zyudai
じゅたろう,Zyutarô
じゅてつ,Zyutetu
しゅな,Syuna
しゆな,Siyuna
じゅな,Zyuna
じゅね,Zyune
じゅの,Zyuno
じゅのすけ,Zyunosuke
じゅのん,Zyunon
しゅま,Syuma
じゅまる,Zyumaru
じゅみり,Zyumiri
しゅもん,Syumon
じゅもん,Zyumon
しゅら,Syura
じゅら,Zyura
じゅらい,Zyurai
じゅらん,Zyuran
しゅり,Syuri
しゆり,Siyuri
じゅり,Zyuri
じゅりあ,Zyuria
じゅりあん,Zyurian
じゅりえ,Zyurie
じゅりか,Zyurika
しゅりな,Syurina
じゅりな,Zyurina
じゅりや,Zyuriya
じゅれん,Zyuren
しゅん,Syun
じゅん,Zyun
しゅんいち,Syun'iti
じゅんいち,Zyun'iti
しゅんいちろう,Syun'itirô
じゅんいちろう,Zyun'itirô
しゅんえい,Syun'ei
じゅんえい,Zyun'ei
しゅんえつ,Syun'etu
じゅんえつ,Zyun'etu
しゅんか,Syunka
じゅんか,Zyunka
しゅんき,Syunki
じゅんき,Zyunki
しゅんきち,Syunkiti
じゅんきち,Zyunkiti
しゅんくろう,Syunkurô
じゅんくろう,Zyunkurô
しゅんけい,Syunkei
しゅんけん,Syunken
しゅんこ,Syunko
しゅんご,Syungo
じゅんこ,Zyunko
じゅんご,Zyungo
しゅんこう,Syunkô
しゅんさく,Syunsaku
しゅんざぶろう,Syunzaburô
じゅんざぶろう,Zyunzaburô
しゅんじ,Syunzi
じゅんじ,Zyunzi
しゅんじろう,Syunzirô
じゅんしろう,Zyunsirô
じゅんじろう,Zyunzirô
じゅんしん,Zyunsin
しゅんすい,Syunsui
しゅんすけ,Syunsuke
じゅんすけ,Zyunsuke
しゅんせい,Syunsei
じゅんせい,Zyunsei
しゅんぞう,Syunzô
じゅんぞう,Zyunzô
しゅんた,Syunta
じゅんた,Zyunta
しゅんだい,Syundai
じゅんだい,Zyundai
しゅんたろう,Syuntarô
じゅんたろう,Zyuntarô
しゅんと,Syunto
じゅんと,Zyunto
しゅんな,Syunna
じゅんな,Zyunna
じゅんの,Zyunno
じゅんのしん,Zyunnosin
しゅんのすけ,Syunnosuke
じゅんのすけ,Zyunnosuke
しゅんぺい,Syunpei
じゅんぺい,Zyunpei
しゅんま,Syunma
じゅんま,Zyunma
じゅんまる,Zyunmaru
じゅんみ,Zyunmi
しゅんめい,Syunmei
じゅんめい,Zyunmei
しゅんや,Syun'ya
じゅんや,Zyun'ya
しゅんゆう,Syun'yû
じゅんゆう,Zyun'yû
しゅんり,Syunri
じゅんり,Zyunri
しゅんれい,Syunrei
じゅんろう,Zyunrô
しゅんわ,Syunwa
じゅんわ,Zyunwa
じょい,Zyoi
しょう,Syô
じょう,Zyô
しょうい,Syôi
じょうい,Zyôi
しょういち,Syôiti
じょういち,Zyôiti
しょういちろう,Syôitirô
じょういちろう,Zyôitirô
しょういん,Syôin
しょううん,Syôun
じょううん,Zyôun
しょうえい,Syôei
じょうえい,Zyôei
しょうえつ,Syôetu
じょうえもん,Zyôemon
しょうえん,Syôen
しょうか,Syôka
しょうき,Syôki
しょうきち,Syôkiti
じょうきち,Zyôkiti
しょうきちろう,Syôkitirô
しょうくん,Syôkun
しょうけい,Syôkei
じょうけい,Zyôkei
しょうけん,Syôken
しょうこ,Syôko
しょうご,Syôgo
じょうこ,Zyôko
しょうこう,Syôkô
しょうごろう,Syôgorô
しょうさく,Syôsaku
じょうさく,Zyôsaku
しょうざぶろう,Syôzaburô
しょうじ,Syôzi
じょうじ,Zyôzi
しょうしち,Syôsiti
しょうしちろう,Syôsitirô
じょうじゅん,Zyôzyun
しょうしろう,Syôsirô
しょうじろう,Syôzirô
じょうしろう,Zyôsirô
じょうじろう,Zyôzirô
しょうしん,Syôsin
しょうすけ,Syôsuke
じょうすけ,Zyôsuke
しょうせい,Syôsei
じょうせい,Zyôsei
しょうぞう,Syôzô
しょうた,Syôta
じょうた,Zyôta
しょうだい,Syôdai
しょうたろう,Syôtarô
じょうたろう,Zyôtarô
しょうてつ,Syôtetu
しょうと,Syôto
しょうとく,Syôtoku
しょうのしん,Syônosin
じょうのしん,Zyônosin
しょうのすけ,Syônosuke
じょうのすけ,Zyônosuke
しょうふう,Syôhû
しょうへい,Syôhei
じょうへい,Zyôhei
しょうま,Syôma
じょうま,Zyôma
じょうまる,Zyômaru
しょうや,Syôya
じょうや,Zyôya
しょうゆう,Syôyû
しょうり,Syôri
しょうりゅう,Syôryû
しょうわ,Syôwa
しょこら,Syokora
しょたろう,Syotarô
しらゆき,Sirayuki
しりゅう,Siryû
しるく,Siruku
しろう,Sirô
じろう,Zirô
しろうえもん,Sirôemon
しろうまる,Sirômaru
じろうまる,Zirômaru
しろまる,Siromaru
しん,Sin
じん,Zin
しんあい,Sin'ai
しんいち,Sin'iti
じんいち,Zin'iti
しんいちろう,Sin'itirô
じんいちろう,Zin'itirô
しんえい,Sin'ei
じんえい,Zin'ei
しんえつ,Sin'etu
じんえつ,Zin'etu
しんきち,Sinkiti
じんきち,Zinkiti
しんくう,Sinkû
しんくろう,Sinkurô
しんげつ,Singetu
しんげん,Singen
しんご,Singo
じんこ,Zinko
じんご,Zingo
しんさく,Sinsaku
じんざぶろう,Zinzaburô
しんじ,Sinzi
しんじゅ,Sinzyu
しんじろう,Sinzirô
じんしろう,Zinsirô
しんすけ,Sinsuke
じんすけ,Zinsuke
しんせい,Sinsei
じんせい,Zinsei
しんぞう,Sinzô
しんた,Sinta
じんた,Zinta
じんだい,Zindai
しんたろう,Sintarô
しんと,Sinto
じんと,Zinto
しんとく,Sintoku
じんとく,Zintoku
しんのじょう,Sinnozyô
しんのすけ,Sinnosuke
じんのすけ,Zinnosuke
しんぱち,Sinpati
じんぱち,Zinpati
しんぺい,Sinpei
じんぺい,Zinpei
じんべえ,Zinbê
しんまる,Sinmaru
じんむ,Zinmu
しんもん,Sinmon
しんや,Sin'ya
しんゆう,Sin'yû
じんゆう,Zin'yû
しんよう,Sin'yô
しんらん,Sinran
しんり,Sinri
しんりゅう,Sinryû
すい,Sui
すいしん,Suisin
すえこ,Sueko
すえつぐ,Suetugu
すえつな,Suetuna
すえなり,Suenari
すえのぶ,Suenobu
すえのり,Suenori
すえはる,Sueharu
すえひこ,Suehiko
すえひさ,Suehisa
すえひろ,Suehiro
すがこ,Sugako
すぎこ,Sugiko
すぎたろう,Sugitarô
すぎまつ,Sugimatu
すぐる,Suguru
すけきよ,Sukekiyo
すけさぶろう,Sukesaburô
すけぞう,Sukezô
すけとし,Suketosi
すけなり,Sukenari
すけまる,Sukemaru
すけみち,Sukemiti
すけみつ,Sukemitu
すず,Suzu
すずか,Suzuka
すずかぜ,Suzukaze
すずこ,Suzuko
すずと,Suzuto
すずな,Suzuna
すずね,Suzune
すずの,Suzuno
すずのり,Suzunori
すずは,Suzuha
すずはる,Suzuharu
すずひと,Suzuhito
すずほ,Suzuho
すずまる,Suzumaru
すずみ,Suzumi
すすむ,Susumu
すずめ,Suzume
すずや,Suzuya
すずよ,Suzuyo
すてら,Sutera
すなお,Sunao
すばる,Subaru
すまこ,Sumako
すみ,Sumi
すみえ,Sumie
すみお,Sumio
すみか,Sumika
すみかぜ,Sumikaze
すみかつ,Sumikatu
すみこ,Sumiko
すみちか,Sumitika
すみてる,Sumiteru
すみな,Sumina
すみのり,Suminori
すみはる,Sumiharu
すみひこ,Sumihiko
すみひさ,Sumihisa
すみよ,Sumiyo
すみれ,Sumire
すみれこ,Sumireko
すもも,Sumomo
すわこ,Suwako
せい,Sei
せいあ,Seia
せいいち,Seiiti
せいいちろう,Seiitirô
せいうん,Seiun
せいか,Seika
せいが,Seiga
せいき,Seiki
せいぎ,Seigi
せいげん,Seigen
せいこ,Seiko
せいご,Seigo
せいこう,Seikô
せいごう,Seigô
せいざえもん,Seizaemon
せいさく,Seisaku
せいざぶろう,Seizaburô
せいじ,Seizi
せいしゅう,Seisyû
せいじゅうろう,Seizyûrô
せいしゅん,Seisyun
せいじゅん,Seizyun
せいしょう,Seisyô
せいしろう,Seisirô
せいじろう,Seizirô
せいしん,Seisin
せいじん,Seizin
せいしんまる,Seisinmaru
せいすけ,Seisuke
せいぞう,Seizô
せいた,Seita
せいだい,Seidai
せいたろう,Seitarô
せいと,Seito
せいとく,Seitoku
せいな,Seina
せいのすけ,Seinosuke
せいふう,Seihû
せいま,Seima
せいまる,Seimaru
せいめい,Seimei
せいや,Seiya
せいら,Seira
せいらん,Seiran
せいりゅう,Seiryû
せいりょう,Seiryô
せいれん,Seiren
せいろう,Seirô
せいわ,Seiwa
ぜうす,Zeusu
せえら,Seera，Sêra
せおん,Seon
せしる,Sesiru
せつ,Setu
せつお,Setuo
せつか,Setuka
せつこ,Setuko
せつじ,Setuzi
せつな,Setuna
せつみ,Setumi
せつよ,Setuyo
せつら,Setura
せつろう,Seturô
せな,Sena
せのん,Senon
せら,Sera
せり,Seri
せりあ,Seria
せりか,Serika
せりこ,Seriko
せりな,Serina
せりは,Seriha
せれな,Serena
せん,Sen
ぜん,Zen
せんいち,Sen'iti
ぜんいち,Zen'iti
ぜんいちろう,Zen'itirô
ぜんいつ,Zen'itu
せんえもん,Sen'emon
せんか,Senka
せんきち,Senkiti
ぜんきち,Zenkiti
ぜんこ,Zenko
ぜんこう,Zenkô
せんじ,Senzi
ぜんじ,Zenzi
せんじゅ,Senzyu
ぜんしゅう,Zensyû
ぜんしょう,Zensyô
ぜんしろう,Zensirô
ぜんじろう,Zenzirô
ぜんしん,Zensin
せんすけ,Sensuke
せんぞう,Senzô
ぜんぞう,Zenzô
せんた,Senta
ぜんた,Zenta
せんたろう,Sentarô
ぜんたろう,Zentarô
せんな,Senna
ぜんのすけ,Zennosuke
せんぱち,Senpati
ぜんまる,Zenmaru
ぜんや,Zen'ya
せんり,Senri
そあら,Soara
そう,Sô
そうあん,Sôan
そういち,Sôiti
そういちろう,Sôitirô
そううん,Sôun
そうえい,Sôei
そうえつ,Sôetu
そうえん,Sôen
そうが,Sôga
そうき,Sôki
そうきち,Sôkiti
そうきちろう,Sôkitirô
そうけい,Sôkei
そうげつ,Sôgetu
そうけん,Sôken
そうげん,Sôgen
そうこ,Sôko
そうご,Sôgo
そうごろう,Sôgorô
そうさく,Sôsaku
そうし,Sôsi
そうじ,Sôzi
そうじゅ,Sôzyu
そうしゅう,Sôsyû
そうじゅうろう,Sôzyûrô
そうしゅん,Sôsyun
そうじゅん,Sôzyun
そうしろう,Sôsirô
そうじろう,Sôzirô
そうしん,Sôsin
そうすけ,Sôsuke
そうせい,Sôsei
そうせき,Sôseki
そうぞう,Sôzô
そうた,Sôta
そうだい,Sôdai
そうたつ,Sôtatu
そうたろう,Sôtarô
そうてつ,Sôtetu
そうてんまる,Sôtenmaru
そうと,Sôto
そうとく,Sôtoku
そうのじょう,Sônozyô
そうのしん,Sônosin
そうのすけ,Sônosuke
そうはちろう,Sôhatirô
そうひ,Sôhi
そうび,Sôbi
そうへい,Sôhei
そうま,Sôma
そうみ,Sômi
そうめい,Sômei
そうもん,Sômon
そうや,Sôya
そうりゅう,Sôryû
そうる,Sôru
そな,Sona
そにあ,Sonia
その,Sono
そのか,Sonoka
そのこ,Sonoko
そのみ,Sonomi
そめは,Someha
そよ,Soyo
そよか,Soyoka
そら,Sora
そらじろう,Sorazirô
そらた,Sorata
そらと,Sorato
そらな,Sorana
そらね,Sorane
そらの,Sorano
そらは,Soraha
そらまる,Soramaru
そらみ,Sorami
そらん,Soran
それいゆ,Soreiyu
そんうん,Son'un
だい,Dai
だいあ,Daia
だいあん,Daian
たいいち,Taiiti
たいいちろう,Taiitirô
だいいちろう,Daiitirô
たいおう,Taiô
だいおう,Daiô
だいおうまる,Daiômaru
たいが,Taiga
たいき,Taiki
だいき,Daiki
たいきち,Taikiti
だいきち,Daikiti
たいくう,Taikû
だいけい,Daikei
たいけん,Taiken
たいげん,Taigen
たいご,Taigo
だいご,Daigo
たいこう,Taikô
だいこう,Daikô
だいごう,Daigô
だいごろう,Daigorô
たいさく,Taisaku
だいさく,Daisaku
たいし,Taisi
たいじ,Taizi
だいし,Daisi
だいじ,Daizi
たいじゅ,Taizyu
だいじゅ,Daizyu
たいしゅう,Taisyû
たいしゅん,Taisyun
たいじゅん,Taizyun
たいしょう,Taisyô
たいしろう,Taisirô
たいじろう,Taizirô
だいしろう,Daisirô
だいじろう,Daizirô
たいしん,Taisin
だいしん,Daisin
だいす,Daisu
たいすけ,Taisuke
だいすけ,Daisuke
たいせい,Taisei
だいせい,Daisei
たいぞう,Taizô
だいぞう,Daizô
たいたん,Taitan
たいち,Taiti
だいち,Daiti
たいちろう,Taitirô
だいてつ,Daitetu
たいと,Taito
だいと,Daito
たいどう,Taidô
たいへい,Taihei
たいほう,Taihô
たいむ,Taimu
だいむ,Daimu
だいや,Daiya
たいゆう,Taiyû
だいゆう,Daiyû
たいよう,Taiyô
だいよう,Daiyô
たいようまる,Taiyômaru
たいら,Taira
たいりゅう,Tairyû
たいりょう,Tairyô
たえ,Tae
たえか,Taeka
たえこ,Taeko
たお,Tao
たかあき,Takaaki
たかあつ,Takaatu
たかうみ,Takaumi
たかお,Takao
たかおき,Takaoki
たかおみ,Takaomi
たかかず,Takakazu
たかき,Takaki
たかきち,Takakiti
たかこ,Takako
たかし,Takasi
たかじ,Takazi
たかしげ,Takasige
たかじろう,Takazirô
たかすけ,Takasuke
たかぞう,Takazô
たかつぐ,Takatugu
たかつな,Takatuna
たかつね,Takatune
たかてる,Takateru
たかと,Takato
たかとし,Takatosi
たかとも,Takatomo
たかなお,Takanao
たかなり,Takanari
たかのぶ,Takanobu
たかのり,Takanori
たかはる,Takaharu
たかひこ,Takahiko
たかひさ,Takahisa
たかひで,Takahide
たかひと,Takahito
たかひろ,Takahiro
たかふさ,Takahusa
たかふみ,Takahumi
たかほ,Takaho
たかまさ,Takamasa
たかみち,Takamiti
たかみつ,Takamitu
たかや,Takaya
たかゆき,Takayuki
たかよ,Takayo
たかよし,Takayosi
たから,Takara
たきえ,Takie
たきこ,Takiko
たきぞう,Takizô
たく,Taku
たくえい,Takuei
たくお,Takuo
たくし,Takusi
たくじ,Takuzi
たくじょう,Takuzyô
たくしん,Takusin
たくぞう,Takuzô
たくと,Takuto
たくとし,Takutosi
たくのり,Takunori
たくひこ,Takuhiko
たくひろ,Takuhiro
たくふみ,Takuhumi
たくほ,Takuho
たくま,Takuma
たくみ,Takumi
たくみち,Takumiti
たくむ,Takumu
たくや,Takuya
たくろう,Takurô
たけあき,Takeaki
たけうみ,Takeumi
たけお,Takeo
たけかつ,Takekatu
たけくに,Takekuni
たけこ,Takeko
たけし,Takesi
たけじ,Takezi
たけじろう,Takezirô
たけぞう,Takezô
たけちよ,Taketiyo
たけつぐ,Taketugu
たけつな,Taketuna
たけつる,Taketuru
たけてる,Taketeru
たけと,Taketo
たけとし,Taketosi
たけとも,Taketomo
たけとよ,Taketoyo
たけな,Takena
たけなり,Takenari
たけのすけ,Takenosuke
たけのぶ,Takenobu
たけのり,Takenori
たけはる,Takeharu
たけひこ,Takehiko
たけひさ,Takehisa
たけひで,Takehide
たけひと,Takehito
たけひろ,Takehiro
たけふみ,Takehumi
たけまさ,Takemasa
たけみ,Takemi
たけみち,Takemiti
たけみつ,Takemitu
たけゆき,Takeyuki
たけよし,Takeyosi
たける,Takeru
たけろう,Takerô
たさぶろう,Tasaburô
たすく,Tasuku
たすけ,Tasuke
たずこ,Tazuko
ただあき,Tadaaki
ただあつ,Tadaatu
ただお,Tadao
ただおみ,Tadaomi
ただかず,Tadakazu
ただかつ,Tadakatu
ただきよ,Tadakiyo
ただし,Tadasi
ただしげ,Tadasige
ただすけ,Tadasuke
ただちよ,Tadatiyo
ただつぐ,Tadatugu
ただと,Tadato
ただとし,Tadatosi
ただとら,Tadatora
ただなお,Tadanao
ただなり,Tadanari
ただのぶ,Tadanobu
ただのり,Tadanori
ただはる,Tadaharu
ただひこ,Tadahiko
ただひさ,Tadahisa
ただひで,Tadahide
ただひと,Tadahito
ただひろ,Tadahiro
ただふみ,Tadahumi
ただまさ,Tadamasa
ただみち,Tadamiti
ただみつ,Tadamitu
ただもり,Tadamori
ただゆき,Tadayuki
ただよし,Tadayosi
たちもり,Tatimori
たつあき,Tatuaki
たついち,Tatuiti
たつえい,Tatuei
たつお,Tatuo
たつおき,Tatuoki
たつおみ,Tatuomi
たつき,Tatuki
たつきち,Tatukiti
たつこ,Tatuko
たづこ,Tazuko
たつごろう,Tatugorô
たつし,Tatusi
たつじ,Tatuzi
たつしげ,Tatusige
たつぞう,Tatuzô
たつたか,Tatutaka
たつちか,Tatutika
たつと,Tatuto
たつとし,Tatutosi
たつとも,Tatutomo
たつとら,Tatutora
たつなみ,Tatunami
たつなり,Tatunari
たつなる,Tatunaru
たつのじょう,Tatunozyô
たつのしん,Tatunosin
たつのすけ,Tatunosuke
たつのぶ,Tatunobu
たつのり,Tatunori
たつはる,Tatuharu
たつひこ,Tatuhiko
たつひさ,Tatuhisa
たつひで,Tatuhide
たつひと,Tatuhito
たつひろ,Tatuhiro
たつふみ,Tatuhumi
たっぺい,Tappei
たつま,Tatuma
たつまさ,Tatumasa
たつみ,Tatumi
たつみち,Tatumiti
たつみつ,Tatumitu
たつむね,Tatumune
たつもり,Tatumori
たつや,Tatuya
たつゆき,Tatuyuki
たつよし,Tatuyosi
たつる,Taturu
たつろう,Taturô
たてはる,Tateharu
たねと,Taneto
たまえ,Tamae
たまお,Tamao
たまき,Tamaki
たまきち,Tamakiti
たまこ,Tamako
たまのじょう,Tamanozyô
たまみ,Tamami
たまよ,Tamayo
たみ,Tami
たみえ,Tamie
たみお,Tamio
たみこ,Tamiko
たみと,Tamito
たもつ,Tamotu
たもん,Tamon
たろう,Tarô
たろうまる,Tarômaru
だん,Dan
だんきち,Dankiti
たんくろう,Tankurô
だんし,Dansi
だんぞう,Danzô
だんぺい,Danpei
ちあき,Tiaki
ちあみ,Tiami
ちあり,Tiari
ちい,Tî
ちいこ,Tîko
ちうね,Tiune
ちえ,Tie
ちえい,Tiei
ちえか,Tieka
ちえこ,Tieko
ちえぞう,Tiezô
ちえほ,Tieho
ちえみ,Tiemi
ちえり,Tieri
ちえる,Tieru
ちおり,Tiori
ちか,Tika
ちかお,Tikao
ちかげ,Tikage
ちかこ,Tikako
ちかし,Tikasi
ちかしげ,Tikasige
ちかぜ,Tikaze
ちかつね,Tikatune
ちかと,Tikato
ちかとも,Tikatomo
ちかな,Tikana
ちかなお,Tikanao
ちかね,Tikane
ちかの,Tikano
ちかのぶ,Tikanobu
ちかひろ,Tikahiro
ちかほ,Tikaho
ちかまさ,Tikamasa
ちかまる,Tikamaru
ちかみつ,Tikamitu
ちかゆき,Tikayuki
ちかよ,Tikayo
ちかよし,Tikayosi
ちから,Tikara
ちぐさ,Tigusa
ちこ,Tiko
ちさ,Tisa
ちさえ,Tisae
ちさき,Tisaki
ちさこ,Tisako
ちさと,Tisato
ちさな,Tisana
ちさの,Tisano
ちさぶろう,Tisaburô
ちさほ,Tisaho
ちさよ,Tisayo
ちず,Tizu
ちずえ,Tizue
ちずこ,Tizuko
ちずほ,Tizuho
ちずる,Tizuru
ちせ,Tise
ちたろう,Titarô
ちづ,Tizu
ちづえ,Tizue
ちづか,Tizuka
ちづこ,Tizuko
ちづる,Tizuru
ちとせ,Titose
ちどり,Tidori
ちな,Tina
ちなつ,Tinatu
ちなの,Tinano
ちなは,Tinaha
ちなほ,Tinaho
ちなみ,Tinami
ちなり,Tinari
ちの,Tino
ちのか,Tinoka
ちのん,Tinon
ちはな,Tihana
ちはや,Tihaya
ちはる,Tiharu
ちひと,Tihito
ちひな,Tihina
ちひろ,Tihiro
ちふね,Tihune
ちふみ,Tihumi
ちふゆ,Tihuyu
ちほ,Tiho
ちほこ,Tihoko
ちほみ,Tihomi
ちほり,Tihori
ちまり,Timari
ちゃこ,Tyako
ちやこ,Tiyako
ちゃたろう,Tyatarô
ちゆ,Tiyu
ちゅういち,Tyûiti
ちゅういちろう,Tyûitirô
ちゅうえい,Tyûei
ちゅうきち,Tyûkiti
ちゅうこう,Tyûkô
ちゅうじ,Tyûzi
ちゅうじろう,Tyûzirô
ちゅうしん,Tyûsin
ちゅうすけ,Tyûsuke
ちゅうぞう,Tyûzô
ちゅうた,Tyûta
ちゅうたろう,Tyûtarô
ちゅうへい,Tyûhei
ちゅうべえ,Tyûbê
ちゅうや,Tyûya
ちゆき,Tiyuki
ちゆこ,Tiyuko
ちゆみ,Tiyumi
ちゆめ,Tiyume
ちゆり,Tiyuri
ちよ,Tiyo
ちょういち,Tyôiti
ちょういちろう,Tyôitirô
ちょうえい,Tyôei
ちょうきち,Tyôkiti
ちょうきちろう,Tyôkitirô
ちょうこ,Tyôko
ちょうさく,Tyôsaku
ちょうじ,Tyôzi
ちょうしち,Tyôsiti
ちょうしちまる,Tyôsitimaru
ちょうじゅうろう,Tyôzyûrô
ちょうしろう,Tyôsirô
ちょうじろう,Tyôzirô
ちょうすけ,Tyôsuke
ちょうせい,Tyôsei
ちょうぞう,Tyôzô
ちょうた,Tyôta
ちょうたろう,Tyôtarô
ちょうはちろう,Tyôhatirô
ちょうま,Tyôma
ちょうまる,Tyômaru
ちょうめい,Tyômei
ちよえ,Tiyoe
ちよか,Tiyoka
ちよきち,Tiyokiti
ちよこ,Tiyoko
ちよじ,Tiyozi
ちよたろう,Tiyotarô
ちよと,Tiyoto
ちよの,Tiyono
ちよのすけ,Tiyonosuke
ちよのぶ,Tiyonobu
ちよのり,Tiyonori
ちよはる,Tiyoharu
ちよまさ,Tiyomasa
ちよまる,Tiyomaru
ちよみ,Tiyomi
ちよや,Tiyoya
ちよら,Tiyora
ちより,Tiyori
ちり,Tiri
ちりこ,Tiriko
ちりゅう,Tiryû
ちろる,Tiroru
ちんねん,Tinnen
ちんぺい,Tinpei
つかこ,Tukako
つかさ,Tukasa
つかじ,Tukazi
つき,Tuki
つきえ,Tukie
つぎお,Tugio
つきか,Tukika
つきかげ,Tukikage
つきこ,Tukiko
つぎこ,Tugiko
つきじろう,Tukizirô
つきと,Tukito
つきな,Tukina
つきの,Tukino
つぎのり,Tuginori
つきは,Tukiha
つぎひこ,Tugihiko
つきひめ,Tukihime
つきほ,Tukiho
つきまさ,Tukimasa
つきまる,Tukimaru
つきみ,Tukimi
つきよ,Tukiyo
つぎよ,Tugiyo
つぎよし,Tugiyosi
つぐあき,Tuguaki
つぐえ,Tugue
つぐお,Tuguo
つぐこ,Tuguko
つくし,Tukusi
つぐじ,Tuguzi
つくす,Tukusu
つぐたか,Tugutaka
つぐてる,Tuguteru
つぐと,Tuguto
つぐとし,Tugutosi
つぐなお,Tugunao
つぐなり,Tugunari
つぐのぶ,Tugunobu
つぐのり,Tugunori
つぐは,Tuguha
つぐはる,Tuguharu
つぐひこ,Tuguhiko
つぐひさ,Tuguhisa
つぐひで,Tuguhide
つぐひと,Tuguhito
つぐひろ,Tuguhiro
つぐふみ,Tuguhumi
つぐほ,Tuguho
つくみ,Tukumi
つぐみ,Tugumi
つぐみち,Tugumiti
つぐゆき,Tuguyuki
つくよ,Tukuyo
つぐよ,Tuguyo
つぐよし,Tuguyosi
つくよみ,Tukuyomi
つくる,Tukuru
つぐる,Tuguru
つじまる,Tuzimaru
つたこ,Tutako
つちまる,Tutimaru
つとむ,Tutomu
つなきち,Tunakiti
つなこ,Tunako
つなとし,Tunatosi
つなひさ,Tunahisa
つなひろ,Tunahiro
つなまる,Tunamaru
つなよし,Tunayosi
つねあき,Tuneaki
つねお,Tuneo
つねきち,Tunekiti
つねこ,Tuneko
つねさだ,Tunesada
つねしげ,Tunesige
つねじろう,Tunezirô
つねたか,Tunetaka
つねたろう,Tunetarô
つねちか,Tunetika
つねつぐ,Tunetugu
つねとし,Tunetosi
つねとみ,Tunetomi
つねなり,Tunenari
つねのぶ,Tunenobu
つねのり,Tunenori
つねはる,Tuneharu
つねひこ,Tunehiko
つねひさ,Tunehisa
つねひで,Tunehide
つねひと,Tunehito
つねひら,Tunehira
つねひろ,Tunehiro
つねへい,Tunehei
つねまさ,Tunemasa
つねみち,Tunemiti
つねみつ,Tunemitu
つねもり,Tunemori
つねや,Tuneya
つねやす,Tuneyasu
つねゆき,Tuneyuki
つねよ,Tuneyo
つねよし,Tuneyosi
つばき,Tubaki
つばさ,Tubasa
つばめ,Tubame
つぼみ,Tubomi
つみか,Tumika
つみき,Tumiki
つみれ,Tumire
つむぎ,Tumugi
つむぐ,Tumugu
つむみ,Tumumi
つもる,Tumoru
つやこ,Tuyako
つゆこ,Tuyuko
つゆしげ,Tuyusige
つゆみ,Tuyumi
つゆり,Tuyuri
つよこ,Tuyoko
つよし,Tuyosi
つよふみ,Tuyohumi
つるえ,Turue
つるお,Turuo
つるぎ,Turugi
つるこ,Turuko
つるじろう,Turuzirô
つるぞう,Turuzô
つるひさ,Turuhisa
つるほ,Turuho
つるまさ,Turumasa
つるもり,Turumori
つるよ,Turuyo
つわこ,Tuwako
ていいち,Teiiti
ていこ,Teiko
ていじ,Teizi
ていじろう,Teizirô
てお,Teo
てつ,Tetu
てつあき,Tetuaki
てつお,Tetuo
てっかん,Tekkan
てつこ,Tetuko
てつし,Tetusi
てつじ,Tetuzi
てっしゅう,Tessyû
てっしょう,Tessyô
てつじろう,Tetuzirô
てっしん,Tessin
てっせい,Tessei
てつぞう,Tetuzô
てった,Tetta
てつた,Tetuta
てつたか,Tetutaka
てつたろう,Tetutarô
てつと,Tetuto
てつとし,Tetutosi
てつな,Tetuna
てつなお,Tetunao
てつなり,Tetunari
てつのすけ,Tetunosuke
てつのり,Tetunori
てつはる,Tetuharu
てつひこ,Tetuhiko
てつひさ,Tetuhisa
てつひと,Tetuhito
てつひろ,Tetuhiro
てつふみ,Tetuhumi
てっぺい,Teppei
てつまさ,Tetumasa
てつや,Tetuya
てつやす,Tetuyasu
てつゆき,Tetuyuki
てつよし,Tetuyosi
てつろう,Teturô
てとら,Tetora
てる,Teru
てるあき,Teruaki
てるあさ,Teruasa
てるうみ,Teruumi
てるえ,Terue
